"Age";"Sex";"Employment_Status";"Education_Level"
37;"Female";"Retired";"Bachelor's Degree"
49;"Female";"Employed";"Bachelor's Degree"
69;"Female";"Unemployed";"Master's Degree"
60;"Female";"Student";"PhD"
25;"Female";"Employed";"High School"
64;"Male";"Student";"High School"
25;"Male";"Unemployed";"High School"
32;"Male";"Retired";"Bachelor's Degree"
50;"Male";"Employed";"Associate's Degree"
38;"Male";"Retired";"Master's Degree"
67;"Male";"Student";"PhD"
58;"Female";"Employed";"Bachelor's Degree"
61;"Female";"Student";"Associate's Degree"
34;"Female";"Unemployed";"High School"
62;"Female";"Retired";"PhD"
65;"Male";"Unemployed";"Master's Degree"
75;"Female";"Student";"Bachelor's Degree"
78;"Male";"Unemployed";"High School"
50;"Female";"Student";"High School"
78;"Female";"Unemployed";"Master's Degree"
70;"Female";"Employed";"High School"
40;"Male";"Student";"PhD"
23;"Male";"Student";"Bachelor's Degree"
79;"Male";"Retired";"High School"
34;"Female";"Employed";"High School"
45;"Male";"Retired";"Bachelor's Degree"
55;"Male";"Student";"Bachelor's Degree"
21;"Male";"Retired";"Associate's Degree"
27;"Female";"Unemployed";"Bachelor's Degree"
46;"Male";"Retired";"Bachelor's Degree"
64;"Female";"Retired";"Associate's Degree"
40;"Male";"Unemployed";"Bachelor's Degree"
19;"Male";"Unemployed";"Bachelor's Degree"
45;"Female";"Retired";"PhD"
24;"Female";"Student";"Associate's Degree"
35;"Female";"Student";"PhD"
58;"Male";"Employed";"High School"
18;"Female";"Student";"Bachelor's Degree"
28;"Male";"Student";"PhD"
25;"Female";"Employed";"Associate's Degree"
67;"Female";"Employed";"Bachelor's Degree"
31;"Male";"Unemployed";"High School"
25;"Male";"Student";"High School"
25;"Female";"Employed";"PhD"
24;"Male";"Retired";"Associate's Degree"
80;"Male";"Employed";"Associate's Degree"
69;"Female";"Employed";"Associate's Degree"
80;"Female";"Unemployed";"PhD"
67;"Female";"Employed";"PhD"
25;"Male";"Student";"PhD"
26;"Male";"Student";"Master's Degree"
55;"Male";"Unemployed";"PhD"
78;"Male";"Employed";"PhD"
60;"Female";"Student";"Bachelor's Degree"
65;"Female";"Employed";"Associate's Degree"
76;"Male";"Retired";"Master's Degree"
59;"Male";"Retired";"High School"
54;"Female";"Unemployed";"Master's Degree"
73;"Male";"Employed";"High School"
78;"Male";"Unemployed";"Master's Degree"
69;"Male";"Unemployed";"Master's Degree"
26;"Male";"Student";"Bachelor's Degree"
20;"Female";"Student";"Master's Degree"
51;"Female";"Student";"PhD"
52;"Female";"Employed";"Master's Degree"
18;"Female";"Student";"Associate's Degree"
76;"Female";"Retired";"Bachelor's Degree"
57;"Male";"Student";"High School"
78;"Female";"Retired";"Bachelor's Degree"
75;"Female";"Unemployed";"Master's Degree"
20;"Male";"Student";"PhD"
49;"Female";"Student";"High School"
23;"Male";"Unemployed";"Bachelor's Degree"
57;"Male";"Employed";"PhD"
32;"Female";"Employed";"High School"
34;"Female";"Employed";"Bachelor's Degree"
48;"Male";"Student";"Master's Degree"
37;"Male";"Unemployed";"Master's Degree"
36;"Male";"Student";"Bachelor's Degree"
35;"Female";"Retired";"PhD"
52;"Male";"Retired";"Master's Degree"
72;"Female";"Retired";"PhD"
33;"Female";"Employed";"High School"
46;"Male";"Employed";"Master's Degree"
28;"Male";"Retired";"High School"
22;"Male";"Student";"Associate's Degree"
29;"Male";"Retired";"Master's Degree"
20;"Male";"Employed";"Master's Degree"
55;"Female";"Unemployed";"PhD"
53;"Male";"Unemployed";"Associate's Degree"
47;"Male";"Employed";"High School"
45;"Female";"Student";"Associate's Degree"
72;"Male";"Employed";"PhD"
78;"Female";"Unemployed";"High School"
38;"Male";"Retired";"Master's Degree"
49;"Male";"Retired";"High School"
80;"Male";"Employed";"Associate's Degree"
27;"Male";"Retired";"PhD"
37;"Male";"Student";"High School"
58;"Male";"Employed";"Bachelor's Degree"
64;"Female";"Unemployed";"Associate's Degree"
59;"Female";"Employed";"Associate's Degree"
47;"Female";"Employed";"Associate's Degree"
67;"Male";"Student";"Associate's Degree"
28;"Female";"Student";"Bachelor's Degree"
45;"Female";"Retired";"Master's Degree"
35;"Female";"Unemployed";"Associate's Degree"
76;"Female";"Student";"PhD"
19;"Female";"Unemployed";"PhD"
38;"Male";"Student";"High School"
54;"Female";"Employed";"High School"
54;"Female";"Student";"Bachelor's Degree"
69;"Female";"Retired";"Associate's Degree"
75;"Male";"Unemployed";"High School"
72;"Male";"Unemployed";"Master's Degree"
36;"Female";"Unemployed";"PhD"
32;"Male";"Student";"High School"
45;"Male";"Unemployed";"PhD"
41;"Female";"Retired";"Associate's Degree"
51;"Male";"Retired";"Master's Degree"
59;"Male";"Retired";"Master's Degree"
70;"Male";"Retired";"Bachelor's Degree"
37;"Female";"Employed";"High School"
55;"Male";"Student";"Master's Degree"
72;"Female";"Retired";"Bachelor's Degree"
22;"Male";"Employed";"Master's Degree"
35;"Male";"Employed";"Master's Degree"
44;"Female";"Retired";"Associate's Degree"
58;"Male";"Student";"Master's Degree"
48;"Male";"Unemployed";"Bachelor's Degree"
76;"Male";"Retired";"High School"
28;"Male";"Unemployed";"Bachelor's Degree"
46;"Male";"Employed";"PhD"
18;"Male";"Student";"Master's Degree"
24;"Female";"Retired";"PhD"
63;"Female";"Employed";"High School"
57;"Female";"Employed";"PhD"
52;"Female";"Retired";"Associate's Degree"
66;"Female";"Retired";"Associate's Degree"
30;"Male";"Student";"High School"
33;"Female";"Employed";"PhD"
77;"Male";"Retired";"Bachelor's Degree"
45;"Male";"Student";"High School"
50;"Female";"Unemployed";"Bachelor's Degree"
54;"Male";"Retired";"Associate's Degree"
66;"Male";"Retired";"PhD"
25;"Male";"Unemployed";"PhD"
76;"Male";"Employed";"Bachelor's Degree"
68;"Male";"Student";"High School"
